CYCLE	CMDPOS4	CMDPOS6	CMDPOS8	CMDPOS9	out_0.0	in_0.0	
2232	81.118	100.905	3.957	38.342	0	0	
2233	80.731	100.879	4.030	38.103	0	0	
2234	80.339	100.851	4.102	37.863	0	0	
2235	79.943	100.821	4.176	37.620	0	0	
2236	79.544	100.789	4.249	37.374	0	0	
2237	79.140	100.754	4.323	37.126	0	0	
2238	78.733	100.717	4.397	36.876	0	0	
2239	78.322	100.678	4.471	36.623	0	0	
2240	77.907	100.636	4.546	36.368	0	0	
2241	77.489	100.592	4.621	36.111	0	0	
2242	77.066	100.546	4.696	35.851	0	0	
2243	76.640	100.496	4.771	35.589	0	0	
2244	76.210	100.445	4.847	35.324	0	0	
2245	75.777	100.390	4.923	35.057	0	0	
2246	75.340	100.333	4.999	34.787	0	0	
2247	74.899	100.273	5.075	34.515	0	0	
2248	74.454	100.210	5.151	34.241	0	0	
2249	74.006	100.144	5.228	33.964	0	0	
2250	73.554	100.075	5.304	33.685	0	0	
2251	73.098	100.003	5.381	33.403	0	0	
2252	72.639	99.928	5.458	33.119	0	0	
2253	72.177	99.850	5.535	32.833	0	0	
2254	71.710	99.769	5.612	32.544	0	0	
2255	71.241	99.684	5.689	32.253	0	0	
2256	70.767	99.596	5.766	31.959	0	0	
2257	70.291	99.505	5.843	31.663	0	0	
2258	69.811	99.410	5.920	31.365	0	0	
2259	69.327	99.311	5.997	31.064	0	0	
2260	68.840	99.209	6.074	30.760	0	0	
2261	68.350	99.104	6.151	30.455	0	0	
2262	67.856	98.994	6.228	30.147	0	0	
2263	67.359	98.881	6.304	29.836	0	0	
2264	66.859	98.764	6.381	29.523	0	0	
2265	66.355	98.643	6.457	29.208	0	0	
2266	65.848	98.518	6.534	28.890	0	0	
2267	65.339	98.388	6.610	28.570	0	0	
2268	64.826	98.255	6.686	28.247	0	0	
2269	64.309	98.118	6.762	27.922	0	0	
2270	63.790	97.976	6.837	27.595	0	0	
2271	63.268	97.830	6.912	27.265	0	0	
2272	62.743	97.680	6.987	26.933	0	0	
2273	62.214	97.525	7.062	26.598	0	0	
2274	61.683	97.365	7.136	26.261	0	0	
2275	61.149	97.201	7.210	25.922	0	0	
2276	60.613	97.033	7.284	25.580	0	0	
2277	60.073	96.859	7.357	25.236	0	0	
2278	59.531	96.681	7.430	24.889	0	0	
2279	58.986	96.498	7.503	24.540	0	0	
2280	58.438	96.310	7.574	24.189	0	0	
2281	57.888	96.117	7.646	23.835	0	0	
2282	57.335	95.919	7.717	23.478	0	0	
2283	56.779	95.716	7.787	23.120	0	0	
2284	56.222	95.508	7.857	22.759	0	0	
2285	55.662	95.294	7.927	22.395	0	0	
2286	55.099	95.075	7.995	22.029	0	0	
2287	54.534	94.851	8.063	21.661	0	0	
2288	53.967	94.621	8.131	21.290	0	0	
2289	53.398	94.386	8.198	20.917	0	0	
2290	52.827	94.145	8.264	20.541	0	0	
2291	52.253	93.899	8.329	20.163	0	0	
2292	51.678	93.646	8.394	19.783	0	0	
2293	51.101	93.388	8.458	19.400	0	0	
2294	50.522	93.125	8.521	19.015	0	0	
2295	49.941	92.855	8.583	18.627	0	0	
2296	49.358	92.579	8.644	18.237	0	0	
2297	48.774	92.297	8.705	17.845	0	0	
2298	48.188	92.009	8.764	17.450	0	0	
2299	47.601	91.715	8.823	17.053	0	0	
2300	47.012	91.415	8.881	16.653	0	0	
2301	46.422	91.108	8.937	16.251	0	0	
2302	45.830	90.795	8.993	15.846	0	0	
2303	45.238	90.476	9.048	15.440	0	0	
2304	44.644	90.150	9.101	15.030	0	0	
2305	44.049	89.818	9.154	14.619	0	0	
2306	43.453	89.479	9.205	14.204	0	0	
2307	42.856	89.133	9.255	13.788	0	0	
2308	42.259	88.781	9.304	13.369	0	0	
2309	41.661	88.421	9.352	12.948	0	0	
2310	41.062	88.055	9.399	12.524	0	0	
2311	40.462	87.682	9.444	12.098	0	0	
2312	39.862	87.303	9.488	11.669	0	0	
2313	39.262	86.916	9.531	11.238	0	0	
2314	38.661	86.522	9.572	10.805	0	0	
2315	38.060	86.121	9.612	10.369	0	0	
2316	37.459	85.712	9.651	9.931	0	0	
2317	36.858	85.297	9.688	9.490	0	0	
2318	36.258	84.874	9.723	9.047	0	0	
2319	35.657	84.444	9.757	8.602	0	0	
2320	35.057	84.007	9.790	8.154	0	0	
2321	34.457	83.562	9.821	7.703	0	0	
2322	33.858	83.110	9.850	7.251	0	0	
2323	33.259	82.650	9.878	6.796	0	0	
2324	32.661	82.182	9.904	6.338	0	0	
2325	32.064	81.707	9.929	5.878	0	0	
2326	31.467	81.225	9.951	5.416	0	0	
2327	30.872	80.734	9.972	4.951	0	0	
2328	30.278	80.236	9.992	4.484	0	0	
2329	29.685	79.730	10.009	4.014	0	0	
2330	29.094	79.217	10.025	3.543	0	0	
2331	28.504	78.695	10.038	3.068	0	0	
2332	27.917	78.166	10.050	2.592	0	0	
2333	27.334	77.632	10.060	2.116	0	0	
2334	26.756	77.093	10.068	1.640	0	0	
2335	26.182	76.549	10.073	1.163	0	0	
2336	25.614	76.000	10.077	0.687	0	0	
2337	25.050	75.445	10.079	0.211	0	0	
2338	24.491	74.886	10.079	-0.265	0	0	
2339	23.938	74.322	10.077	-0.741	0	0	
2340	23.389	73.753	10.073	-1.218	0	0	
2341	22.845	73.179	10.067	-1.694	0	0	
2342	22.307	72.600	10.059	-2.170	0	0	
2343	21.773	72.017	10.049	-2.646	0	0	
2344	21.245	71.429	10.037	-3.122	0	0	
2345	20.725	70.839	10.023	-3.596	0	0	
2346	20.212	70.247	10.007	-4.068	0	0	
2347	19.707	69.654	9.990	-4.537	0	0	
2348	19.210	69.060	9.970	-5.004	0	0	
2349	18.720	68.465	9.949	-5.469	0	0	
2350	18.238	67.868	9.926	-5.931	0	0	
2351	17.764	67.271	9.901	-6.390	0	0	
2352	17.298	66.673	9.875	-6.848	0	0	
2353	16.839	66.074	9.847	-7.302	0	0	
2354	16.387	65.475	9.818	-7.755	0	0	
2355	15.943	64.875	9.786	-8.205	0	0	
2356	15.506	64.274	9.754	-8.652	0	0	
2357	15.077	63.674	9.719	-9.098	0	0	
2358	14.655	63.073	9.684	-9.540	0	0	
2359	14.241	62.472	9.646	-9.981	0	0	
2360	13.833	61.871	9.608	-10.419	0	0	
2361	13.433	61.270	9.567	-10.854	0	0	
2362	13.040	60.670	9.526	-11.287	0	0	
2363	12.654	60.070	9.483	-11.718	0	0	
2364	12.275	59.470	9.439	-12.146	0	0	
2365	11.903	58.870	9.394	-12.572	0	0	
2366	11.537	58.271	9.347	-12.996	0	0	
2367	11.179	57.673	9.299	-13.417	0	0	
2368	10.827	57.076	9.250	-13.835	0	0	
2369	10.482	56.479	9.199	-14.252	0	0	
2370	10.144	55.883	9.148	-14.666	0	0	
2371	9.812	55.288	9.095	-15.077	0	0	
2372	9.487	54.695	9.041	-15.486	0	0	
2373	9.169	54.102	8.987	-15.893	0	0	
2374	8.856	53.511	8.931	-16.297	0	0	
2375	8.550	52.921	8.874	-16.699	0	0	
2376	8.251	52.332	8.816	-17.098	0	0	
2377	7.958	51.745	8.757	-17.495	0	0	
2378	7.670	51.159	8.698	-17.890	0	0	
2379	7.389	50.575	8.637	-18.282	0	0	
2380	7.114	49.993	8.576	-18.672	0	0	
2381	6.845	49.412	8.513	-19.059	0	0	
2382	6.582	48.833	8.450	-19.444	0	0	
2383	6.325	48.256	8.386	-19.826	0	0	
2384	6.073	47.681	8.322	-20.206	0	0	
2385	5.827	47.108	8.256	-20.584	0	0	
2386	5.587	46.537	8.190	-20.960	0	0	
2387	5.352	45.968	8.123	-21.332	0	0	
2388	5.123	45.401	8.056	-21.703	0	0	
2389	4.899	44.837	7.987	-22.071	0	0	
2390	4.681	44.275	7.919	-22.437	0	0	
2391	4.468	43.715	7.849	-22.800	0	0	
2392	4.261	43.157	7.779	-23.161	0	0	
2393	4.058	42.602	7.709	-23.519	0	0	
2394	3.861	42.050	7.638	-23.875	0	0	
2395	3.668	41.500	7.566	-24.229	0	0	
2396	3.481	40.952	7.494	-24.580	0	0	
2397	3.298	40.407	7.422	-24.929	0	0	
2398	3.121	39.865	7.349	-25.275	0	0	
2399	2.948	39.326	7.276	-25.619	0	0	
2400	2.780	38.790	7.202	-25.961	0	0	
2401	2.616	38.256	7.128	-26.300	0	0	
2402	2.457	37.725	7.054	-26.637	0	0	
2403	2.303	37.197	6.979	-26.971	0	0	
2404	2.153	36.672	6.904	-27.303	0	0	
2405	2.008	36.151	6.829	-27.632	0	0	
2406	1.866	35.632	6.753	-27.959	0	0	
2407	1.729	35.116	6.677	-28.284	0	0	
2408	1.597	34.603	6.601	-28.606	0	0	
2409	1.468	34.094	6.525	-28.926	0	0	
2410	1.343	33.587	6.449	-29.244	0	0	
2411	1.223	33.084	6.372	-29.559	0	0	
2412	1.106	32.584	6.296	-29.872	0	0	
2413	0.993	32.088	6.219	-30.182	0	0	
2414	0.884	31.594	6.142	-30.490	0	0	
2415	0.779	31.104	6.065	-30.795	0	0	
2416	0.677	30.618	5.988	-31.098	0	0	
2417	0.579	30.135	5.911	-31.399	0	0	
2418	0.485	29.655	5.834	-31.697	0	0	
2419	0.394	29.178	5.757	-31.993	0	0	
2420	0.306	28.706	5.680	-32.286	0	0	
2421	0.222	28.236	5.603	-32.577	0	0	
2422	0.141	27.770	5.526	-32.866	0	0	
2423	0.063	27.308	5.449	-33.152	0	0	
2424	-0.012	26.849	5.372	-33.435	0	0	
2425	-0.083	26.394	5.296	-33.717	0	0	
2426	-0.152	25.943	5.219	-33.996	0	0	
2427	-0.217	25.495	5.142	-34.272	0	0	
2428	-0.280	25.051	5.066	-34.546	0	0	
2429	-0.340	24.610	4.990	-34.818	0	0	
2430	-0.396	24.173	4.914	-35.087	0	0	
2431	-0.451	23.740	4.838	-35.354	0	0	
2432	-0.502	23.311	4.763	-35.619	0	0	
2433	-0.551	22.885	4.687	-35.881	0	0	
2434	-0.597	22.463	4.612	-36.140	0	0	
2435	-0.641	22.045	4.537	-36.398	0	0	
2436	-0.682	21.631	4.463	-36.652	0	0	
2437	-0.721	21.220	4.388	-36.905	0	0	
2438	-0.758	20.814	4.314	-37.155	0	0	
2439	-0.792	20.411	4.241	-37.402	0	0	
2440	-0.824	20.012	4.167	-37.648	0	0	
2441	-0.854	19.616	4.094	-37.890	0	0	
2442	-0.882	19.225	4.021	-38.131	0	0	
2443	-0.908	18.838	3.949	-38.369	0	0	
2444	-0.932	18.454	3.877	-38.604	0	0	
2445	-0.954	18.074	3.806	-38.837	0	0	
2446	-0.973	17.698	3.734	-39.068	0	0	
2447	-0.991	17.327	3.664	-39.296	0	0	
2448	-1.008	16.959	3.593	-39.522	0	0	
2449	-1.022	16.594	3.523	-39.746	0	0	
2450	-1.035	16.234	3.454	-39.967	0	0	
2451	-1.046	15.878	3.385	-40.186	0	0	
2452	-1.056	15.526	3.316	-40.402	0	0	
2453	-1.064	15.177	3.248	-40.616	0	0	
2454	-1.070	14.833	3.181	-40.827	0	0	
2455	-1.075	14.493	3.114	-41.036	0	0	
2456	-1.079	14.156	3.047	-41.243	0	0	
2457	-1.081	13.824	2.981	-41.447	0	0	
2458	-1.082	13.495	2.915	-41.649	0	0	
2459	-1.081	13.170	2.850	-41.848	0	0	
2460	-1.080	12.850	2.786	-42.045	0	0	
2461	-1.077	12.533	2.722	-42.240	0	0	
2462	-1.073	12.220	2.659	-42.432	0	0	
2463	-1.068	11.912	2.596	-42.622	0	0	
2464	-1.062	11.607	2.534	-42.809	0	0	
2465	-1.055	11.306	2.472	-42.994	0	0	
2466	-1.047	11.010	2.411	-43.177	0	0	
2467	-1.038	10.717	2.351	-43.357	0	0	
2468	-1.029	10.428	2.291	-43.534	0	0	
2469	-1.018	10.143	2.232	-43.710	0	0	
2470	-1.007	9.863	2.174	-43.883	0	0	
2471	-0.994	9.586	2.116	-44.053	0	0	
2472	-0.982	9.313	2.059	-44.221	0	0	
2473	-0.968	9.044	2.002	-44.387	0	0	
2474	-0.954	8.779	1.947	-44.550	0	0	
2475	-0.939	8.518	1.891	-44.711	0	0	
2476	-0.924	8.262	1.837	-44.870	0	0	
2477	-0.908	8.009	1.783	-45.026	0	0	
2478	-0.891	7.760	1.730	-45.179	0	0	
2479	-0.874	7.515	1.678	-45.330	0	0	
2480	-0.857	7.274	1.626	-45.479	0	0	
2481	-0.839	7.037	1.575	-45.626	0	0	
2482	-0.821	6.804	1.525	-45.770	0	0	
2483	-0.803	6.575	1.476	-45.911	0	0	
2484	-0.784	6.350	1.427	-46.050	0	0	
2485	-0.765	6.129	1.379	-46.187	0	0	
2486	-0.746	5.912	1.331	-46.321	0	0	
2487	-0.726	5.699	1.285	-46.453	0	0	
2488	-0.707	5.489	1.239	-46.583	0	0	
2489	-0.687	5.284	1.194	-46.710	0	0	
2490	-0.667	5.083	1.150	-46.835	0	0	
2491	-0.647	4.886	1.107	-46.957	0	0	
2492	-0.627	4.692	1.064	-47.077	0	0	
2493	-0.607	4.503	1.022	-47.194	0	0	
2494	-0.587	4.317	0.981	-47.309	0	0	
2495	-0.567	4.136	0.941	-47.422	0	0	
2496	-0.547	3.958	0.901	-47.532	0	0	
2497	-0.527	3.785	0.862	-47.640	0	0	
2498	-0.507	3.615	0.824	-47.746	0	0	
2499	-0.487	3.449	0.787	-47.849	0	0	
2500	-0.468	3.287	0.751	-47.949	0	0	
2501	-0.448	3.129	0.716	-48.048	0	0	
2502	-0.429	2.975	0.681	-48.143	0	0	
2503	-0.410	2.825	0.647	-48.237	0	0	
2504	-0.391	2.679	0.614	-48.328	0	0	
2505	-0.373	2.537	0.582	-48.416	0	0	
2506	-0.354	2.398	0.551	-48.502	0	0	
2507	-0.337	2.264	0.520	-48.586	0	0	
2508	-0.319	2.133	0.490	-48.667	0	0	
2509	-0.301	2.007	0.462	-48.746	0	0	
2510	-0.284	1.884	0.434	-48.823	0	0	
2511	-0.268	1.765	0.407	-48.897	0	0	
2512	-0.252	1.650	0.380	-48.969	0	0	
2513	-0.236	1.539	0.355	-49.038	0	0	
2514	-0.220	1.432	0.330	-49.105	0	0	
2515	-0.205	1.329	0.307	-49.169	0	0	
2516	-0.191	1.229	0.284	-49.231	0	0	
2517	-0.176	1.134	0.262	-49.291	0	0	
2518	-0.163	1.042	0.241	-49.348	0	0	
2519	-0.150	0.954	0.221	-49.403	0	0	
2520	-0.137	0.870	0.201	-49.456	0	0	
2521	-0.125	0.790	0.183	-49.506	0	0	
2522	-0.113	0.714	0.165	-49.553	0	0	
2523	-0.102	0.642	0.149	-49.598	0	0	
2524	-0.091	0.573	0.133	-49.641	0	0	
2525	-0.081	0.509	0.118	-49.682	0	0	
2526	-0.072	0.448	0.104	-49.720	0	0	
2527	-0.063	0.391	0.091	-49.755	0	0	
2528	-0.054	0.338	0.079	-49.788	0	0	
2529	-0.047	0.289	0.067	-49.819	0	0	
2530	-0.039	0.244	0.057	-49.847	0	0	
2531	-0.033	0.202	0.047	-49.873	0	0	
2532	-0.027	0.165	0.038	-49.897	0	0	
2533	-0.021	0.131	0.030	-49.918	0	0	
2534	-0.016	0.101	0.024	-49.937	0	0	
2535	-0.012	0.075	0.018	-49.953	0	0	
2536	-0.009	0.053	0.012	-49.967	0	0	
2537	-0.006	0.035	0.008	-49.978	0	0	
2538	-0.003	0.020	0.005	-49.987	0	0	
2539	-0.002	0.010	0.002	-49.994	0	0	
2540	-0.000	0.003	0.001	-49.998	0	0	
2541	-0.000	0.000	0.000	-50.000	0	0	
2542	0.000	0.000	0.000	-50.000	0	0	
2543	0.000	0.000	0.000	-50.000	0	0	
2544	0.000	0.000	0.000	-50.000	0	0	
2545	0.000	0.000	0.000	-50.000	0	0	
2546	0.000	0.000	0.000	-50.000	0	0	
2547	0.000	0.000	0.000	-50.000	0	0	
2548	0.000	0.000	0.000	-50.000	0	0	
2549	0.000	0.000	0.000	-50.000	0	0	
2550	0.000	0.000	0.000	-50.000	0	0	
2551	0.000	0.000	0.000	-50.000	0	0	
2552	0.000	0.000	0.000	-50.000	0	0	
2553	0.000	0.000	0.000	-50.000	0	0	
2554	0.000	0.000	0.000	-50.000	0	0	
2555	0.000	0.000	0.000	-50.000	0	0	
2556	0.000	0.000	0.000	-50.000	0	0	
2557	0.000	0.000	0.000	-50.000	0	0	
2558	0.000	0.000	0.000	-50.000	0	0	
2559	0.000	0.000	0.000	-50.000	0	0	
2560	0.000	0.000	0.000	-50.000	0	0	
2561	0.000	0.000	0.000	-50.000	0	0	
2562	0.000	0.000	0.000	-50.000	0	0	
2563	0.000	0.000	0.000	-50.000	0	0	
2564	0.000	0.000	0.000	-50.000	0	0	
2565	0.000	0.000	0.000	-50.000	0	0	
2566	0.000	0.000	0.000	-50.000	0	0	
2567	0.000	0.000	0.000	-50.000	0	0	
2568	0.000	0.000	0.000	-50.000	0	0	
2569	0.000	0.000	0.000	-50.000	0	0	
2570	0.000	0.000	0.000	-50.000	0	0	
2571	0.000	0.000	0.000	-50.000	0	0	
2572	0.000	0.000	0.000	-50.000	0	0	
2573	0.000	0.000	0.000	-50.000	0	0	
2574	0.000	0.000	0.000	-50.000	0	0	
2575	0.000	0.000	0.000	-50.000	0	0	
2576	0.000	0.000	0.000	-50.000	0	0	
2577	0.000	0.000	0.000	-50.000	0	0	
2578	0.000	0.000	0.000	-50.000	0	0	
2579	0.000	0.000	0.000	-50.000	0	0	
2580	0.000	0.000	0.000	-50.000	0	0	
2581	0.000	0.000	0.000	-50.000	0	0	
2582	0.000	0.000	0.000	-50.000	0	0	
2583	0.000	0.000	0.000	-50.000	0	0	
2584	0.000	0.000	0.000	-50.000	0	0	
2585	0.000	0.000	0.000	-50.000	0	0	
2586	0.000	0.000	0.000	-50.000	0	0	
2587	0.000	0.000	0.000	-50.000	0	0	
2588	0.000	0.000	0.000	-50.000	0	0	
2589	0.000	0.000	0.000	-50.000	0	0	
2590	0.000	0.000	0.000	-50.000	0	0	
2591	0.000	0.000	0.000	-50.000	0	0	
2592	0.000	0.000	0.000	-50.000	0	0	
2593	0.000	0.000	0.000	-50.000	0	0	
2594	0.000	0.000	0.000	-50.000	0	0	
2595	0.000	0.000	0.000	-50.000	0	0	
2596	0.000	0.000	0.000	-50.000	0	0	
2597	0.000	0.000	0.000	-50.000	0	0	
2598	0.000	0.000	0.000	-50.000	0	0	
2599	0.000	0.000	0.000	-50.000	0	0	
2600	0.000	0.000	0.000	-50.000	0	0	
2601	0.000	0.000	0.000	-50.000	0	0	
2602	0.000	0.000	0.000	-50.000	0	0	
2603	0.000	0.000	0.000	-50.000	0	0	
2604	0.000	0.000	0.000	-50.000	0	0	
