CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0	
135266	101.000	202.000	303.000	216.000	0.000	0.000	0	0	
135267	101.000	202.000	303.000	217.000	0.000	0.000	0	0	
135268	101.000	202.000	303.000	218.000	0.000	0.000	0	0	
135269	101.000	202.000	303.000	219.000	0.000	0.000	0	0	
135270	101.000	202.000	303.000	220.000	0.000	0.000	0	0	
135271	101.000	202.000	303.000	221.000	0.000	0.000	0	0	
135272	101.000	202.000	303.000	222.000	0.000	0.000	0	0	
135273	101.000	202.000	303.000	223.000	0.000	0.000	0	0	
135274	101.000	202.000	303.000	224.000	0.000	0.000	0	0	
135275	101.000	202.000	303.000	225.000	0.000	0.000	0	0	
135276	101.000	202.000	303.000	226.000	0.000	0.000	0	0	
135277	101.000	202.000	303.000	227.000	0.000	0.000	0	0	
135278	101.000	202.000	303.000	228.000	0.000	0.000	0	0	
135279	101.000	202.000	303.000	229.000	0.000	0.000	0	0	
135280	101.000	202.000	303.000	230.000	0.000	0.000	0	0	
135281	101.000	202.000	303.000	231.000	0.000	0.000	0	0	
135282	101.000	202.000	303.000	232.000	0.000	0.000	0	0	
135283	101.000	202.000	303.000	233.000	0.000	0.000	0	0	
135284	101.000	202.000	303.000	234.000	0.000	0.000	0	0	
135285	101.000	202.000	303.000	235.000	0.000	0.000	0	0	
135286	101.000	202.000	303.000	236.000	0.000	0.000	0	0	
135287	101.000	202.000	303.000	237.000	0.000	0.000	0	0	
135288	101.000	202.000	303.000	238.000	0.000	0.000	0	0	
135289	101.000	202.000	303.000	239.000	0.000	0.000	0	0	
135290	101.000	202.000	303.000	240.000	0.000	0.000	0	0	
135291	101.000	202.000	303.000	241.000	0.000	0.000	0	0	
135292	101.000	202.000	303.000	242.000	0.000	0.000	0	0	
135293	101.000	202.000	303.000	243.000	0.000	0.000	0	0	
135294	101.000	202.000	303.000	244.000	0.000	0.000	0	0	
135295	101.000	202.000	303.000	245.000	0.000	0.000	0	0	
135296	101.000	202.000	303.000	246.000	0.000	0.000	0	0	
135297	101.000	202.000	303.000	247.000	0.000	0.000	0	0	
135298	101.000	202.000	303.000	248.000	0.000	0.000	0	0	
135299	101.000	202.000	303.000	249.000	0.000	0.000	0	0	
135300	101.000	202.000	303.000	250.000	0.000	0.000	0	0	
135301	101.000	202.000	303.000	251.000	0.000	0.000	0	0	
135302	101.000	202.000	303.000	252.000	0.000	0.000	0	0	
135303	101.000	202.000	303.000	253.000	0.000	0.000	0	0	
135304	101.000	202.000	303.000	254.000	0.000	0.000	0	0	
135305	101.000	202.000	303.000	255.000	0.000	0.000	0	0	
135306	101.000	202.000	303.000	256.000	0.000	0.000	0	0	
135307	101.000	202.000	303.000	257.000	0.000	0.000	0	0	
135308	101.000	202.000	303.000	258.000	0.000	0.000	0	0	
135309	101.000	202.000	303.000	259.000	0.000	0.000	0	0	
135310	101.000	202.000	303.000	260.000	0.000	0.000	0	0	
135311	101.000	202.000	303.000	261.000	0.000	0.000	0	0	
135312	101.000	202.000	303.000	262.000	0.000	0.000	0	0	
135313	101.000	202.000	303.000	263.000	0.000	0.000	0	0	
135314	101.000	202.000	303.000	264.000	0.000	0.000	0	0	
135315	101.000	202.000	303.000	265.000	0.000	0.000	0	0	
135316	101.000	202.000	303.000	266.000	0.000	0.000	0	0	
135317	101.000	202.000	303.000	267.000	0.000	0.000	0	0	
135318	101.000	202.000	303.000	268.000	0.000	0.000	0	0	
135319	101.000	202.000	303.000	269.000	0.000	0.000	0	0	
135320	101.000	202.000	303.000	270.000	0.000	0.000	0	0	
135321	101.000	202.000	303.000	271.000	0.000	0.000	0	0	
135322	101.000	202.000	303.000	272.000	0.000	0.000	0	0	
135323	101.000	202.000	303.000	273.000	0.000	0.000	0	0	
135324	101.000	202.000	303.000	274.000	0.000	0.000	0	0	
135325	101.000	202.000	303.000	275.000	0.000	0.000	0	0	
135326	101.000	202.000	303.000	276.000	0.000	0.000	0	0	
135327	101.000	202.000	303.000	277.000	0.000	0.000	0	0	
135328	101.000	202.000	303.000	278.000	0.000	0.000	0	0	
135329	101.000	202.000	303.000	279.000	0.000	0.000	0	0	
135330	101.000	202.000	303.000	280.000	0.000	0.000	0	0	
135331	101.000	202.000	303.000	281.000	0.000	0.000	0	0	
135332	101.000	202.000	303.000	282.000	0.000	0.000	0	0	
135333	101.000	202.000	303.000	283.000	0.000	0.000	0	0	
135334	101.000	202.000	303.000	284.000	0.000	0.000	0	0	
135335	101.000	202.000	303.000	285.000	0.000	0.000	0	0	
135336	101.000	202.000	303.000	286.000	0.000	0.000	0	0	
135337	101.000	202.000	303.000	287.000	0.000	0.000	0	0	
135338	101.000	202.000	303.000	288.000	0.000	0.000	0	0	
135339	101.000	202.000	303.000	289.000	0.000	0.000	0	0	
135340	101.000	202.000	303.000	290.000	0.000	0.000	0	0	
135341	101.000	202.000	303.000	291.000	0.000	0.000	0	0	
135342	101.000	202.000	303.000	292.000	0.000	0.000	0	0	
135343	101.000	202.000	303.000	293.000	0.000	0.000	0	0	
135344	101.000	202.000	303.000	294.000	0.000	0.000	0	0	
135345	101.000	202.000	303.000	295.000	0.000	0.000	0	0	
135346	101.000	202.000	303.000	296.000	0.000	0.000	0	0	
135347	101.000	202.000	303.000	297.000	0.000	0.000	0	0	
135348	101.000	202.000	303.000	298.000	0.000	0.000	0	0	
135349	101.000	202.000	303.000	299.000	0.000	0.000	0	0	
135350	101.000	202.000	303.000	300.000	0.000	0.000	0	0	
135351	101.000	202.000	303.000	301.000	0.000	0.000	0	0	
135352	101.000	202.000	303.000	302.000	0.000	0.000	0	0	
135353	101.000	202.000	303.000	303.000	0.000	0.000	0	0	
135354	101.000	202.000	303.000	304.000	0.000	0.000	0	0	
135355	101.000	202.000	303.000	305.000	0.000	0.000	0	0	
135356	101.000	202.000	303.000	306.000	0.000	0.000	0	0	
135357	101.000	202.000	303.000	307.000	0.000	0.000	0	0	
135358	101.000	202.000	303.000	308.000	0.000	0.000	0	0	
135359	101.000	202.000	303.000	309.000	0.000	0.000	0	0	
135360	101.000	202.000	303.000	310.000	0.000	0.000	0	0	
135361	101.000	202.000	303.000	311.000	0.000	0.000	0	0	
135362	101.000	202.000	303.000	312.000	0.000	0.000	0	0	
135363	101.000	202.000	303.000	313.000	0.000	0.000	0	0	
135364	101.000	202.000	303.000	314.000	0.000	0.000	0	0	
135365	101.000	202.000	303.000	315.000	0.000	0.000	0	0	
135366	101.000	202.000	303.000	316.000	0.000	0.000	0	0	
135367	101.000	202.000	303.000	317.000	0.000	0.000	0	0	
135368	101.000	202.000	303.000	318.000	0.000	0.000	0	0	
135369	101.000	202.000	303.000	319.000	0.000	0.000	0	0	
135370	101.000	202.000	303.000	320.000	0.000	0.000	0	0	
135371	101.000	202.000	303.000	321.000	0.000	0.000	0	0	
135372	101.000	202.000	303.000	322.000	0.000	0.000	0	0	
135373	101.000	202.000	303.000	323.000	0.000	0.000	0	0	
135374	101.000	202.000	303.000	324.000	0.000	0.000	0	0	
135375	101.000	202.000	303.000	325.000	0.000	0.000	0	0	
135376	101.000	202.000	303.000	326.000	0.000	0.000	0	0	
135377	101.000	202.000	303.000	327.000	0.000	0.000	0	0	
135378	101.000	202.000	303.000	328.000	0.000	0.000	0	0	
135379	101.000	202.000	303.000	329.000	0.000	0.000	0	0	
135380	101.000	202.000	303.000	330.000	0.000	0.000	0	0	
135381	101.000	202.000	303.000	331.000	0.000	0.000	0	0	
135382	101.000	202.000	303.000	332.000	0.000	0.000	0	0	
135383	101.000	202.000	303.000	333.000	0.000	0.000	0	0	
135384	101.000	202.000	303.000	334.000	0.000	0.000	0	0	
135385	101.000	202.000	303.000	335.000	0.000	0.000	0	0	
135386	101.000	202.000	303.000	336.000	0.000	0.000	0	0	
135387	101.000	202.000	303.000	337.000	0.000	0.000	0	0	
135388	101.000	202.000	303.000	338.000	0.000	0.000	0	0	
135389	101.000	202.000	303.000	339.000	0.000	0.000	0	0	
135390	101.000	202.000	303.000	340.000	0.000	0.000	0	0	
135391	101.000	202.000	303.000	341.000	0.000	0.000	0	0	
135392	101.000	202.000	303.000	342.000	0.000	0.000	0	0	
135393	101.000	202.000	303.000	343.000	0.000	0.000	0	0	
135394	101.000	202.000	303.000	344.000	0.000	0.000	0	0	
135395	101.000	202.000	303.000	345.000	0.000	0.000	0	0	
135396	101.000	202.000	303.000	346.000	0.000	0.000	0	0	
135397	101.000	202.000	303.000	347.000	0.000	0.000	0	0	
135398	101.000	202.000	303.000	348.000	0.000	0.000	0	0	
135399	101.000	202.000	303.000	349.000	0.000	0.000	0	0	
135400	101.000	202.000	303.000	350.000	0.000	0.000	0	0	
135401	101.000	202.000	303.000	351.000	0.000	0.000	0	0	
135402	101.000	202.000	303.000	352.000	0.000	0.000	0	0	
135403	101.000	202.000	303.000	353.000	0.000	0.000	0	0	
135404	101.000	202.000	303.000	354.000	0.000	0.000	0	0	
135405	101.000	202.000	303.000	355.000	0.000	0.000	0	0	
135406	101.000	202.000	303.000	356.000	0.000	0.000	0	0	
135407	101.000	202.000	303.000	357.000	0.000	0.000	0	0	
135408	101.000	202.000	303.000	358.000	0.000	0.000	0	0	
135409	101.000	202.000	303.000	359.000	0.000	0.000	0	0	
135410	101.000	202.000	303.000	360.000	0.000	0.000	0	0	
135411	101.000	202.000	303.000	361.000	0.000	0.000	0	0	
135412	101.000	202.000	303.000	362.000	0.000	0.000	0	0	
135413	101.000	202.000	303.000	363.000	0.000	0.000	0	0	
135414	101.000	202.000	303.000	364.000	0.000	0.000	0	0	
135415	101.000	202.000	303.000	365.000	0.000	0.000	0	0	
135416	101.000	202.000	303.000	366.000	0.000	0.000	0	0	
135417	101.000	202.000	303.000	367.000	0.000	0.000	0	0	
135418	101.000	202.000	303.000	368.000	0.000	0.000	0	0	
135419	101.000	202.000	303.000	369.000	0.000	0.000	0	0	
135420	101.000	202.000	303.000	370.000	0.000	0.000	0	0	
135421	101.000	202.000	303.000	371.000	0.000	0.000	0	0	
135422	101.000	202.000	303.000	372.000	0.000	0.000	0	0	
135423	101.000	202.000	303.000	373.000	0.000	0.000	0	0	
135424	101.000	202.000	303.000	374.000	0.000	0.000	0	0	
135425	101.000	202.000	303.000	375.000	0.000	0.000	0	0	
135426	101.000	202.000	303.000	376.000	0.000	0.000	0	0	
135427	101.000	202.000	303.000	377.000	0.000	0.000	0	0	
135428	101.000	202.000	303.000	378.000	0.000	0.000	0	0	
135429	101.000	202.000	303.000	379.000	0.000	0.000	0	0	
135430	101.000	202.000	303.000	379.990	0.000	0.000	0	0	
135431	101.000	202.000	303.000	380.960	0.000	0.000	0	0	
135432	101.000	202.000	303.000	381.910	0.000	0.000	0	0	
135433	101.000	202.000	303.000	382.840	0.000	0.000	0	0	
135434	101.000	202.000	303.000	383.750	0.000	0.000	0	0	
135435	101.000	202.000	303.000	384.640	0.000	0.000	0	0	
135436	101.000	202.000	303.000	385.510	0.000	0.000	0	0	
135437	101.000	202.000	303.000	386.360	0.000	0.000	0	0	
135438	101.000	202.000	303.000	387.190	0.000	0.000	0	0	
135439	101.000	202.000	303.000	388.000	0.000	0.000	0	0	
135440	101.000	202.000	303.000	388.790	0.000	0.000	0	0	
135441	101.000	202.000	303.000	389.560	0.000	0.000	0	0	
135442	101.000	202.000	303.000	390.310	0.000	0.000	0	0	
135443	101.000	202.000	303.000	391.040	0.000	0.000	0	0	
135444	101.000	202.000	303.000	391.750	0.000	0.000	0	0	
135445	101.000	202.000	303.000	392.440	0.000	0.000	0	0	
135446	101.000	202.000	303.000	393.110	0.000	0.000	0	0	
135447	101.000	202.000	303.000	393.760	0.000	0.000	0	0	
135448	101.000	202.000	303.000	394.390	0.000	0.000	0	0	
135449	101.000	202.000	303.000	395.000	0.000	0.000	0	0	
135450	101.000	202.000	303.000	395.590	0.000	0.000	0	0	
135451	101.000	202.000	303.000	396.160	0.000	0.000	0	0	
135452	101.000	202.000	303.000	396.710	0.000	0.000	0	0	
135453	101.000	202.000	303.000	397.240	0.000	0.000	0	0	
135454	101.000	202.000	303.000	397.750	0.000	0.000	0	0	
135455	101.000	202.000	303.000	398.240	0.000	0.000	0	0	
135456	101.000	202.000	303.000	398.710	0.000	0.000	0	0	
135457	101.000	202.000	303.000	399.160	0.000	0.000	0	0	
135458	101.000	202.000	303.000	399.590	0.000	0.000	0	0	
135459	101.000	202.000	303.000	400.000	0.000	0.000	0	0	
135460	101.000	202.000	303.000	400.390	0.000	0.000	0	0	
135461	101.000	202.000	303.000	400.760	0.000	0.000	0	0	
135462	101.000	202.000	303.000	401.110	0.000	0.000	0	0	
135463	101.000	202.000	303.000	401.440	0.000	0.000	0	0	
135464	101.000	202.000	303.000	401.750	0.000	0.000	0	0	
135465	101.000	202.000	303.000	402.040	0.000	0.000	0	0	
135466	101.000	202.000	303.000	402.310	0.000	0.000	0	0	
135467	101.000	202.000	303.000	402.560	0.000	0.000	0	0	
135468	101.000	202.000	303.000	402.790	0.000	0.000	0	0	
135469	101.000	202.000	303.000	403.000	0.000	0.000	0	0	
135470	101.000	202.000	303.000	403.190	0.000	0.000	0	0	
135471	101.000	202.000	303.000	403.360	0.000	0.000	0	0	
135472	101.000	202.000	303.000	403.510	0.000	0.000	0	0	
135473	101.000	202.000	303.000	403.640	0.000	0.000	0	0	
135474	101.000	202.000	303.000	403.750	0.000	0.000	0	0	
135475	101.000	202.000	303.000	403.840	0.000	0.000	0	0	
135476	101.000	202.000	303.000	403.910	0.000	0.000	0	0	
135477	101.000	202.000	303.000	403.960	0.000	0.000	0	0	
135478	101.000	202.000	303.000	403.990	0.000	0.000	0	0	
135479	101.000	202.000	303.000	404.000	0.000	0.000	0	0	
135480	101.000	202.000	303.000	404.000	0.000	0.000	0	0	
135481	101.000	202.000	303.000	404.000	0.000	0.000	0	0	
135482	101.000	202.000	303.000	404.000	0.001	0.000	0	0	
135483	101.000	202.000	303.000	404.000	0.002	0.000	0	0	
135484	101.000	202.000	303.000	404.000	0.006	0.000	0	0	
135485	101.000	202.000	303.000	404.000	0.011	0.000	0	0	
135486	101.000	202.000	303.000	404.000	0.019	0.000	0	0	
135487	101.000	202.000	303.000	404.000	0.030	0.000	0	0	
135488	101.000	202.000	303.000	404.000	0.046	0.000	0	0	
135489	101.000	202.000	303.000	404.000	0.065	0.000	0	0	
135490	101.000	202.000	303.000	404.000	0.089	0.000	0	0	
135491	101.000	202.000	303.000	404.000	0.118	0.000	0	0	
135492	101.000	202.000	303.000	404.000	0.154	0.000	0	0	
135493	101.000	202.000	303.000	404.000	0.195	0.000	0	0	
135494	101.000	202.000	303.000	404.000	0.244	0.000	0	0	
135495	101.000	202.000	303.000	404.000	0.300	0.000	0	0	
135496	101.000	202.000	303.000	404.000	0.364	0.000	0	0	
135497	101.000	202.000	303.000	404.000	0.437	0.000	0	0	
135498	101.000	202.000	303.000	404.000	0.518	0.000	0	0	
135499	101.000	202.000	303.000	404.000	0.610	0.000	0	0	
135500	101.000	202.000	303.000	404.000	0.711	0.000	0	0	
135501	101.000	202.000	303.000	404.000	0.823	0.000	0	0	
135502	101.000	202.000	303.000	404.000	0.946	0.000	0	0	
135503	101.000	202.000	303.000	404.000	1.082	0.000	0	0	
135504	101.000	202.000	303.000	404.000	1.229	0.000	0	0	
135505	101.000	202.000	303.000	404.000	1.389	0.000	0	0	
135506	101.000	202.000	303.000	404.000	1.562	0.000	0	0	
135507	101.000	202.000	303.000	404.000	1.749	0.000	0	0	
135508	101.000	202.000	303.000	404.000	1.949	0.000	0	0	
135509	101.000	202.000	303.000	404.000	2.162	0.000	0	0	
135510	101.000	202.000	303.000	404.000	2.389	0.000	0	0	
135511	101.000	202.000	303.000	404.000	2.629	0.000	0	0	
135512	101.000	202.000	303.000	404.000	2.882	0.000	0	0	
135513	101.000	202.000	303.000	404.000	3.149	0.000	0	0	
135514	101.000	202.000	303.000	404.000	3.429	0.000	0	0	
135515	101.000	202.000	303.000	404.000	3.722	0.000	0	0	
135516	101.000	202.000	303.000	404.000	4.029	0.000	0	0	
135517	101.000	202.000	303.000	404.000	4.349	0.000	0	0	
135518	101.000	202.000	303.000	404.000	4.682	0.000	0	0	
135519	101.000	202.000	303.000	404.000	5.029	0.000	0	0	
135520	101.000	202.000	303.000	404.000	5.389	0.000	0	0	
135521	101.000	202.000	303.000	404.000	5.762	0.000	0	0	
135522	101.000	202.000	303.000	404.000	6.149	0.000	0	0	
135523	101.000	202.000	303.000	404.000	6.549	0.000	0	0	
135524	101.000	202.000	303.000	404.000	6.962	0.000	0	0	
135525	101.000	202.000	303.000	404.000	7.389	0.000	0	0	
135526	101.000	202.000	303.000	404.000	7.829	0.000	0	0	
135527	101.000	202.000	303.000	404.000	8.282	0.000	0	0	
135528	101.000	202.000	303.000	404.000	8.749	0.000	0	0	
135529	101.000	202.000	303.000	404.000	9.229	0.000	0	0	
135530	101.000	202.000	303.000	404.000	9.722	0.000	0	0	
135531	101.000	202.000	303.000	404.000	10.229	0.000	0	0	
135532	101.000	202.000	303.000	404.000	10.749	0.000	0	0	
135533	101.000	202.000	303.000	404.000	11.282	0.000	0	0	
135534	101.000	202.000	303.000	404.000	11.829	0.000	0	0	
135535	101.000	202.000	303.000	404.000	12.389	0.000	0	0	
135536	101.000	202.000	303.000	404.000	12.962	0.000	0	0	
135537	101.000	202.000	303.000	404.000	13.549	0.000	0	0	
135538	101.000	202.000	303.000	404.000	14.149	0.000	0	0	
135539	101.000	202.000	303.000	404.000	14.762	0.000	0	0	
135540	101.000	202.000	303.000	404.000	15.389	0.000	0	0	
135541	101.000	202.000	303.000	404.000	16.029	0.000	0	0	
135542	101.000	202.000	303.000	404.000	16.682	0.000	0	0	
135543	101.000	202.000	303.000	404.000	17.349	0.000	0	0	
135544	101.000	202.000	303.000	404.000	18.029	0.000	0	0	
135545	101.000	202.000	303.000	404.000	18.722	0.000	0	0	
135546	101.000	202.000	303.000	404.000	19.429	0.000	0	0	
135547	101.000	202.000	303.000	404.000	20.149	0.000	0	0	
135548	101.000	202.000	303.000	404.000	20.882	0.000	0	0	
135549	101.000	202.000	303.000	404.000	21.629	0.000	0	0	
135550	101.000	202.000	303.000	404.000	22.389	0.000	0	0	
135551	101.000	202.000	303.000	404.000	23.162	0.000	0	0	
135552	101.000	202.000	303.000	404.000	23.949	0.000	0	0	
135553	101.000	202.000	303.000	404.000	24.749	0.000	0	0	
135554	101.000	202.000	303.000	404.000	25.562	0.000	0	0	
135555	101.000	202.000	303.000	404.000	26.389	0.000	0	0	
135556	101.000	202.000	303.000	404.000	27.229	0.000	0	0	
135557	101.000	202.000	303.000	404.000	28.082	0.000	0	0	
135558	101.000	202.000	303.000	404.000	28.946	0.000	0	0	
135559	101.000	202.000	303.000	404.000	29.823	0.000	0	0	
135560	101.000	202.000	303.000	404.000	30.711	0.000	0	0	
135561	101.000	202.000	303.000	404.000	31.610	0.000	0	0	
135562	101.000	202.000	303.000	404.000	32.518	0.000	0	0	
135563	101.000	202.000	303.000	404.000	33.437	0.000	0	0	
135564	101.000	202.000	303.000	404.000	34.364	0.000	0	0	
135565	101.000	202.000	303.000	404.000	35.300	0.000	0	0	
135566	101.000	202.000	303.000	404.000	36.244	0.000	0	0	
135567	101.000	202.000	303.000	404.000	37.195	0.000	0	0	
135568	101.000	202.000	303.000	404.000	38.154	0.000	0	0	
135569	101.000	202.000	303.000	404.000	39.118	0.000	0	0	
135570	101.000	202.000	303.000	404.000	40.089	0.000	0	0	
135571	101.000	202.000	303.000	404.000	41.065	0.000	0	0	
135572	101.000	202.000	303.000	404.000	42.046	0.000	0	0	
135573	101.000	202.000	303.000	404.000	43.030	0.000	0	0	
135574	101.000	202.000	303.000	404.000	44.019	0.000	0	0	
135575	101.000	202.000	303.000	404.000	45.011	0.000	0	0	
135576	101.000	202.000	303.000	404.000	46.006	0.000	0	0	
135577	101.000	202.000	303.000	404.000	47.002	0.000	0	0	
135578	101.000	202.000	303.000	404.000	48.001	0.000	0	0	
135579	101.000	202.000	303.000	404.000	49.000	0.000	0	0	
135580	101.000	202.000	303.000	404.000	50.000	0.000	0	0	
135581	101.000	202.000	303.000	404.000	51.000	0.000	0	0	
135582	101.000	202.000	303.000	404.000	52.000	0.000	0	0	
135583	101.000	202.000	303.000	404.000	53.000	0.000	0	0	
135584	101.000	202.000	303.000	404.000	54.000	0.000	0	0	
135585	101.000	202.000	303.000	404.000	55.000	0.000	0	0	
135586	101.000	202.000	303.000	404.000	56.000	0.000	0	0	
135587	101.000	202.000	303.000	404.000	57.000	0.000	0	0	
135588	101.000	202.000	303.000	404.000	58.000	0.000	0	0	
135589	101.000	202.000	303.000	404.000	59.000	0.000	0	0	
135590	101.000	202.000	303.000	404.000	60.000	0.000	0	0	
135591	101.000	202.000	303.000	404.000	61.000	0.000	0	0	
135592	101.000	202.000	303.000	404.000	62.000	0.000	0	0	
135593	101.000	202.000	303.000	404.000	63.000	0.000	0	0	
135594	101.000	202.000	303.000	404.000	64.000	0.000	0	0	
135595	101.000	202.000	303.000	404.000	65.000	0.000	0	0	
135596	101.000	202.000	303.000	404.000	66.000	0.000	0	0	
135597	101.000	202.000	303.000	404.000	67.000	0.000	0	0	
135598	101.000	202.000	303.000	404.000	68.000	0.000	0	0	
135599	101.000	202.000	303.000	404.000	69.000	0.000	0	0	
135600	101.000	202.000	303.000	404.000	70.000	0.000	0	0	
135601	101.000	202.000	303.000	404.000	71.000	0.000	0	0	
135602	101.000	202.000	303.000	404.000	72.000	0.000	0	0	
135603	101.000	202.000	303.000	404.000	73.000	0.000	0	0	
135604	101.000	202.000	303.000	404.000	74.000	0.000	0	0	
135605	101.000	202.000	303.000	404.000	75.000	0.000	0	0	
135606	101.000	202.000	303.000	404.000	76.000	0.000	0	0	
135607	101.000	202.000	303.000	404.000	77.000	0.000	0	0	
135608	101.000	202.000	303.000	404.000	78.000	0.000	0	0	
135609	101.000	202.000	303.000	404.000	79.000	0.000	0	0	
135610	101.000	202.000	303.000	404.000	80.000	0.000	0	0	
135611	101.000	202.000	303.000	404.000	81.000	0.000	0	0	
135612	101.000	202.000	303.000	404.000	82.000	0.000	0	0	
135613	101.000	202.000	303.000	404.000	83.000	0.000	0	0	
135614	101.000	202.000	303.000	404.000	84.000	0.000	0	0	
135615	101.000	202.000	303.000	404.000	85.000	0.000	0	0	
135616	101.000	202.000	303.000	404.000	86.000	0.000	0	0	
135617	101.000	202.000	303.000	404.000	87.000	0.000	0	0	
135618	101.000	202.000	303.000	404.000	88.000	0.000	0	0	
135619	101.000	202.000	303.000	404.000	89.000	0.000	0	0	
135620	101.000	202.000	303.000	404.000	90.000	0.000	0	0	
135621	101.000	202.000	303.000	404.000	91.000	0.000	0	0	
135622	101.000	202.000	303.000	404.000	92.000	0.000	0	0	
135623	101.000	202.000	303.000	404.000	93.000	0.000	0	0	
135624	101.000	202.000	303.000	404.000	94.000	0.000	0	0	
135625	101.000	202.000	303.000	404.000	95.000	0.000	0	0	
135626	101.000	202.000	303.000	404.000	96.000	0.000	0	0	
135627	101.000	202.000	303.000	404.000	97.000	0.000	0	0	
135628	101.000	202.000	303.000	404.000	98.000	0.000	0	0	
135629	101.000	202.000	303.000	404.000	99.000	0.000	0	0	
135630	101.000	202.000	303.000	404.000	100.000	0.000	0	0	
135631	101.000	202.000	303.000	404.000	101.000	0.000	0	0	
135632	101.000	202.000	303.000	404.000	102.000	0.000	0	0	
135633	101.000	202.000	303.000	404.000	103.000	0.000	0	0	
135634	101.000	202.000	303.000	404.000	104.000	0.000	0	0	
135635	101.000	202.000	303.000	404.000	105.000	0.000	0	0	
135636	101.000	202.000	303.000	404.000	106.000	0.000	0	0	
135637	101.000	202.000	303.000	404.000	107.000	0.000	0	0	
135638	101.000	202.000	303.000	404.000	108.000	0.000	0	0	
135639	101.000	202.000	303.000	404.000	109.000	0.000	0	0	
135640	101.000	202.000	303.000	404.000	110.000	0.000	0	0	
135641	101.000	202.000	303.000	404.000	111.000	0.000	0	0	
135642	101.000	202.000	303.000	404.000	112.000	0.000	0	0	
135643	101.000	202.000	303.000	404.000	113.000	0.000	0	0	
135644	101.000	202.000	303.000	404.000	114.000	0.000	0	0	
135645	101.000	202.000	303.000	404.000	115.000	0.000	0	0	
135646	101.000	202.000	303.000	404.000	116.000	0.000	0	0	
135647	101.000	202.000	303.000	404.000	117.000	0.000	0	0	
135648	101.000	202.000	303.000	404.000	118.000	0.000	0	0	
135649	101.000	202.000	303.000	404.000	119.000	0.000	0	0	
135650	101.000	202.000	303.000	404.000	120.000	0.000	0	0	
135651	101.000	202.000	303.000	404.000	121.000	0.000	0	0	
135652	101.000	202.000	303.000	404.000	122.000	0.000	0	0	
135653	101.000	202.000	303.000	404.000	123.000	0.000	0	0	
135654	101.000	202.000	303.000	404.000	124.000	0.000	0	0	
135655	101.000	202.000	303.000	404.000	125.000	0.000	0	0	
135656	101.000	202.000	303.000	404.000	126.000	0.000	0	0	
135657	101.000	202.000	303.000	404.000	127.000	0.000	0	0	
135658	101.000	202.000	303.000	404.000	128.000	0.000	0	0	
135659	101.000	202.000	303.000	404.000	129.000	0.000	0	0	
135660	101.000	202.000	303.000	404.000	130.000	0.000	0	0	
135661	101.000	202.000	303.000	404.000	131.000	0.000	0	0	
135662	101.000	202.000	303.000	404.000	132.000	0.000	0	0	
135663	101.000	202.000	303.000	404.000	133.000	0.000	0	0	
135664	101.000	202.000	303.000	404.000	134.000	0.000	0	0	
135665	101.000	202.000	303.000	404.000	135.000	0.000	0	0	
135666	101.000	202.000	303.000	404.000	136.000	0.000	0	0	
135667	101.000	202.000	303.000	404.000	137.000	0.000	0	0	
135668	101.000	202.000	303.000	404.000	138.000	0.000	0	0	
135669	101.000	202.000	303.000	404.000	139.000	0.000	0	0	
135670	101.000	202.000	303.000	404.000	140.000	0.000	0	0	
135671	101.000	202.000	303.000	404.000	141.000	0.000	0	0	
135672	101.000	202.000	303.000	404.000	142.000	0.000	0	0	
135673	101.000	202.000	303.000	404.000	143.000	0.000	0	0	
135674	101.000	202.000	303.000	404.000	144.000	0.000	0	0	
135675	101.000	202.000	303.000	404.000	145.000	0.000	0	0	
135676	101.000	202.000	303.000	404.000	146.000	0.000	0	0	
135677	101.000	202.000	303.000	404.000	147.000	0.000	0	0	
135678	101.000	202.000	303.000	404.000	148.000	0.000	0	0	
135679	101.000	202.000	303.000	404.000	149.000	0.000	0	0	
135680	101.000	202.000	303.000	404.000	150.000	0.000	0	0	
135681	101.000	202.000	303.000	404.000	151.000	0.000	0	0	
135682	101.000	202.000	303.000	404.000	152.000	0.000	0	0	
135683	101.000	202.000	303.000	404.000	153.000	0.000	0	0	
135684	101.000	202.000	303.000	404.000	154.000	0.000	0	0	
135685	101.000	202.000	303.000	404.000	155.000	0.000	0	0	
135686	101.000	202.000	303.000	404.000	156.000	0.000	0	0	
135687	101.000	202.000	303.000	404.000	157.000	0.000	0	0	
135688	101.000	202.000	303.000	404.000	158.000	0.000	0	0	
135689	101.000	202.000	303.000	404.000	159.000	0.000	0	0	
135690	101.000	202.000	303.000	404.000	160.000	0.000	0	0	
135691	101.000	202.000	303.000	404.000	161.000	0.000	0	0	
135692	101.000	202.000	303.000	404.000	162.000	0.000	0	0	
135693	101.000	202.000	303.000	404.000	163.000	0.000	0	0	
135694	101.000	202.000	303.000	404.000	164.000	0.000	0	0	
135695	101.000	202.000	303.000	404.000	165.000	0.000	0	0	
135696	101.000	202.000	303.000	404.000	166.000	0.000	0	0	
135697	101.000	202.000	303.000	404.000	167.000	0.000	0	0	
135698	101.000	202.000	303.000	404.000	168.000	0.000	0	0	
135699	101.000	202.000	303.000	404.000	169.000	0.000	0	0	
135700	101.000	202.000	303.000	404.000	170.000	0.000	0	0	
