CYCLE	CMDPOS6	CMDPOS7	CMDPOS8	out_6.7	in_0.0	
2104	32.616	23.584	50.000	0	0	
2105	32.081	23.944	50.000	0	0	
2106	31.563	24.308	50.000	0	0	
2107	31.059	24.677	50.000	0	0	
2108	30.571	25.050	50.000	0	0	
2109	30.098	25.425	50.000	0	0	
2110	29.640	25.803	50.000	0	0	
2111	29.197	26.184	50.000	0	0	
2112	28.768	26.565	50.000	0	0	
2113	28.353	26.948	50.000	0	0	
2114	27.952	27.331	50.000	0	0	
2115	27.566	27.713	50.000	0	0	
2116	27.192	28.095	50.000	0	0	
2117	26.832	28.476	50.000	0	0	
2118	26.486	28.856	50.000	0	0	
2119	26.151	29.234	50.000	0	0	
2120	25.830	29.609	50.000	0	0	
2121	25.520	29.981	50.000	0	0	
2122	25.223	30.351	50.000	0	0	
2123	24.937	30.717	50.000	0	0	
2124	24.663	31.079	50.000	0	0	
2125	24.399	31.436	50.000	0	0	
2126	24.147	31.790	50.000	0	0	
2127	23.905	32.138	50.000	0	0	
2128	23.673	32.482	50.000	0	0	
2129	23.451	32.820	50.000	0	0	
2130	23.239	33.152	50.000	0	0	
2131	23.036	33.479	50.000	0	0	
2132	22.842	33.799	50.000	0	0	
2133	22.657	34.113	50.000	0	0	
2134	22.481	34.421	50.000	0	0	
2135	22.313	34.722	50.000	0	0	
2136	22.153	35.015	50.000	0	0	
2137	22.001	35.302	50.000	0	0	
2138	21.856	35.581	50.000	0	0	
2139	21.718	35.853	50.000	0	0	
2140	21.588	36.117	50.000	0	0	
2141	21.464	36.373	50.000	0	0	
2142	21.347	36.621	50.000	0	0	
2143	21.236	36.861	50.000	0	0	
2144	21.131	37.093	50.000	0	0	
2145	21.032	37.317	50.000	0	0	
2146	20.939	37.532	50.000	0	0	
2147	20.851	37.739	50.000	0	0	
2148	20.768	37.937	50.000	0	0	
2149	20.691	38.127	50.000	0	0	
2150	20.618	38.307	50.000	0	0	
2151	20.551	38.479	50.000	0	0	
2152	20.487	38.642	50.000	0	0	
2153	20.429	38.796	50.000	0	0	
2154	20.374	38.941	50.000	0	0	
2155	20.324	39.077	50.000	0	0	
2156	20.277	39.203	50.000	0	0	
2157	20.235	39.321	50.000	0	0	
2158	20.196	39.429	50.000	0	0	
2159	20.162	39.528	50.000	0	0	
2160	20.130	39.617	50.000	0	0	
2161	20.103	39.697	50.000	0	0	
2162	20.078	39.768	50.000	0	0	
2163	20.057	39.830	50.000	0	0	
2164	20.040	39.882	50.000	0	0	
2165	20.025	39.924	50.000	0	0	
2166	20.014	39.957	50.000	0	0	
2167	20.006	39.981	50.000	0	0	
2168	20.002	39.995	50.000	0	0	
2169	20.000	40.000	50.000	0	0	
2170	20.000	40.000	50.000	0	0	
2171	20.000	40.000	50.000	0	0	
2172	20.005	40.005	50.000	0	0	
2173	20.020	40.020	50.000	0	0	
2174	20.044	40.044	50.000	0	0	
2175	20.078	40.078	50.000	0	0	
2176	20.122	40.122	50.000	0	0	
2177	20.176	40.176	50.000	0	0	
2178	20.239	40.239	50.000	0	0	
2179	20.313	40.313	50.000	0	0	
2180	20.396	40.396	50.000	0	0	
2181	20.488	40.488	50.000	0	0	
2182	20.591	40.591	50.000	0	0	
2183	20.703	40.703	50.000	0	0	
2184	20.825	40.825	50.000	0	0	
2185	20.957	40.957	50.000	0	0	
2186	21.099	41.099	50.000	0	0	
2187	21.250	41.250	50.000	0	0	
2188	21.411	41.411	50.000	0	0	
2189	21.582	41.582	50.000	0	0	
2190	21.763	41.763	50.000	0	0	
2191	21.953	41.953	50.000	0	0	
2192	22.153	42.153	50.000	0	0	
2193	22.363	42.363	50.000	0	0	
2194	22.583	42.583	50.000	0	0	
2195	22.813	42.813	50.000	0	0	
2196	23.052	43.052	50.000	0	0	
2197	23.301	43.301	50.000	0	0	
2198	23.560	43.560	50.000	0	0	
2199	23.828	43.828	50.000	0	0	
2200	24.106	44.106	50.000	0	0	
2201	24.395	44.395	50.000	0	0	
2202	24.692	44.692	50.000	0	0	
2203	25.000	45.000	50.000	0	0	
2204	25.317	45.317	50.000	0	0	
2205	25.645	45.645	50.000	0	0	
2206	25.981	45.981	50.000	0	0	
2207	26.328	46.328	50.000	0	0	
2208	26.685	46.685	50.000	0	0	
2209	27.051	47.051	50.000	0	0	
2210	27.427	47.427	50.000	0	0	
2211	27.813	47.813	50.000	0	0	
2212	28.208	48.208	50.000	0	0	
2213	28.613	48.613	50.000	0	0	
2214	29.028	49.028	50.000	0	0	
2215	29.453	49.453	50.000	0	0	
2216	29.888	49.888	50.000	0	0	
2217	30.332	50.332	50.000	0	0	
2218	30.786	50.786	50.000	0	0	
2219	31.250	51.250	50.000	0	0	
2220	31.724	51.724	50.000	0	0	
2221	32.207	52.207	50.000	0	0	
2222	32.700	52.700	50.000	0	0	
2223	33.203	53.203	50.000	0	0	
2224	33.716	53.716	50.000	0	0	
2225	34.238	54.238	50.000	0	0	
2226	34.771	54.771	50.000	0	0	
2227	35.313	55.313	50.000	0	0	
2228	35.864	55.864	50.000	0	0	
2229	36.426	56.426	50.000	0	0	
2230	36.997	56.997	50.000	0	0	
2231	37.578	57.578	50.000	0	0	
2232	38.169	58.169	50.000	0	0	
2233	38.770	58.770	50.000	0	0	
2234	39.380	59.380	50.000	0	0	
2235	40.000	60.000	50.000	0	0	
2236	40.620	60.620	50.000	0	0	
2237	41.230	61.230	50.000	0	0	
2238	41.831	61.831	50.000	0	0	
2239	42.422	62.422	50.000	0	0	
2240	43.003	63.003	50.000	0	0	
2241	43.574	63.574	50.000	0	0	
2242	44.136	64.136	50.000	0	0	
2243	44.688	64.688	50.000	0	0	
2244	45.229	65.229	50.000	0	0	
2245	45.762	65.762	50.000	0	0	
2246	46.284	66.284	50.000	0	0	
2247	46.797	66.797	50.000	0	0	
2248	47.300	67.300	50.000	0	0	
2249	47.793	67.793	50.000	0	0	
2250	48.276	68.276	50.000	0	0	
2251	48.750	68.750	50.000	0	0	
2252	49.214	69.214	50.000	0	0	
2253	49.668	69.668	50.000	0	0	
2254	50.112	70.112	50.000	0	0	
2255	50.547	70.547	50.000	0	0	
2256	50.972	70.972	50.000	0	0	
2257	51.387	71.387	50.000	0	0	
2258	51.792	71.792	50.000	0	0	
2259	52.188	72.188	50.000	0	0	
2260	52.573	72.573	50.000	0	0	
2261	52.949	72.949	50.000	0	0	
2262	53.315	73.315	50.000	0	0	
2263	53.672	73.672	50.000	0	0	
2264	54.019	74.019	50.000	0	0	
2265	54.355	74.355	50.000	0	0	
2266	54.683	74.683	50.000	0	0	
2267	55.000	75.000	50.000	0	0	
2268	55.308	75.308	50.000	0	0	
2269	55.605	75.605	50.000	0	0	
2270	55.894	75.894	50.000	0	0	
2271	56.172	76.172	50.000	0	0	
2272	56.440	76.440	50.000	0	0	
2273	56.699	76.699	50.000	0	0	
2274	56.948	76.948	50.000	0	0	
2275	57.188	77.188	50.000	0	0	
2276	57.417	77.417	50.000	0	0	
2277	57.637	77.637	50.000	0	0	
2278	57.847	77.847	50.000	0	0	
2279	58.047	78.047	50.000	0	0	
2280	58.237	78.237	50.000	0	0	
2281	58.418	78.418	50.000	0	0	
2282	58.589	78.589	50.000	0	0	
2283	58.750	78.750	50.000	0	0	
2284	58.901	78.901	50.000	0	0	
2285	59.043	79.043	50.000	0	0	
2286	59.175	79.175	50.000	0	0	
2287	59.297	79.297	50.000	0	0	
2288	59.409	79.409	50.000	0	0	
2289	59.512	79.512	50.000	0	0	
2290	59.604	79.604	50.000	0	0	
2291	59.688	79.688	50.000	0	0	
2292	59.761	79.761	50.000	0	0	
2293	59.824	79.824	50.000	0	0	
2294	59.878	79.878	50.000	0	0	
2295	59.922	79.922	50.000	0	0	
2296	59.956	79.956	50.000	0	0	
2297	59.980	79.980	50.000	0	0	
2298	59.995	79.995	50.000	0	0	
2299	60.000	80.000	50.000	0	0	
2300	60.000	80.000	50.000	0	0	
2301	60.000	80.000	50.000	0	0	
2302	60.000	80.000	50.000	0	0	
2303	60.000	80.000	50.000	0	0	
2304	60.000	80.000	50.000	0	0	
2305	60.000	80.000	50.000	0	0	
2306	60.000	80.000	50.000	0	0	
2307	60.000	80.000	50.000	0	0	
2308	60.000	80.000	50.000	0	0	
2309	60.000	80.000	50.000	0	0	
2310	60.000	80.000	50.000	0	0	
2311	60.000	80.000	50.000	0	0	
2312	60.000	80.000	50.000	0	0	
2313	60.000	80.000	50.000	0	0	
2314	60.000	80.000	50.000	0	0	
2315	60.000	80.000	50.000	0	0	
2316	60.000	80.000	50.000	0	0	
2317	60.000	80.000	50.000	0	0	
2318	60.000	80.000	50.000	0	0	
2319	60.000	80.000	50.000	0	0	
2320	60.000	80.000	50.000	0	0	
2321	60.000	80.000	50.000	0	0	
2322	60.000	80.000	50.000	0	0	
2323	60.000	80.000	50.000	0	0	
2324	60.000	80.000	50.000	0	0	
2325	60.000	80.000	50.000	0	0	
2326	60.000	80.000	50.000	0	0	
2327	60.000	80.000	50.000	0	0	
2328	60.000	80.000	50.000	0	0	
2329	60.000	80.000	50.000	0	0	
2330	60.000	80.000	50.000	0	0	
2331	60.000	80.000	50.000	0	0	
2332	60.000	80.000	50.000	0	0	
2333	60.000	80.000	50.000	0	0	
2334	60.000	80.000	50.000	0	0	
2335	60.000	80.000	50.000	0	0	
2336	60.000	80.000	50.000	0	0	
2337	60.000	80.000	50.000	0	0	
2338	60.000	80.000	50.000	0	0	
2339	60.000	80.000	50.000	0	0	
2340	60.000	80.000	50.000	0	0	
2341	60.000	80.000	50.000	0	0	
2342	60.000	80.000	50.000	0	0	
2343	60.000	80.000	50.000	0	0	
2344	60.000	80.000	50.000	0	0	
2345	60.000	80.000	50.000	0	0	
2346	60.000	80.000	50.000	0	0	
2347	60.000	80.000	50.000	0	0	
2348	60.000	80.000	50.000	0	0	
2349	60.000	80.000	50.000	0	0	
2350	60.000	80.000	50.000	0	0	
2351	60.000	80.000	50.000	0	0	
2352	60.000	80.000	50.000	0	0	
2353	60.000	80.000	50.000	0	0	
2354	60.000	80.000	50.000	0	0	
2355	60.000	80.000	50.000	0	0	
2356	60.000	80.000	50.000	0	0	
2357	60.000	80.000	50.000	0	0	
2358	60.000	80.000	50.000	0	0	
2359	60.000	80.000	50.000	0	0	
2360	60.000	80.000	50.000	0	0	
2361	60.000	80.000	50.000	0	0	
2362	60.000	80.000	50.000	0	0	
2363	60.000	80.000	50.000	0	0	
2364	60.000	80.000	50.000	0	0	
2365	60.000	80.000	50.000	0	0	
2366	60.000	80.000	50.000	0	0	
